,Sentiment,Tweet
381,negative,I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me 
382,negative,Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax 
383,negative,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka
384,negative,"@soillodge yes, it will be. it's only Monday "
385,negative,i want the new GG episode already 
386,negative,I miss watching Rocko's Modern Life. 
387,negative,RIP Sandra....its so sad    how can someone do something like that??
388,negative,Keeping my fingers crossed for my buddy    He is not feeling well.
389,negative,Wait should I eat?? Or be skinny for vegas!! I'm hungry! 
390,negative,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
391,negative,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin "
392,negative,Sitting here wondering why &quot;ED&quot; still has such a strong hold on me 
393,negative,@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!
394,negative,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! "
395,negative,@Steve_Buscemi the weather in Canada is freezing 
396,negative,twiggassssssss I been out of range all day  I'm back now and hopefully for good.
397,negative,@danadearmond 
398,negative,anyone who reads this pray for my Grandma. She's in pain 
399,negative,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  "
400,negative,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe."
401,negative,@johnnybeane hey! you just changed your default. 
402,negative,Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.
403,negative,"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work."
404,negative,buttload of homework! 
405,negative,needs another copy of visual studio 2008 
406,negative,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in"
407,negative,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail 
408,negative,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad "
409,negative,"@Henkuyinepu yeah, apparently i have really bad taste "
410,negative,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.
411,negative,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..
412,negative,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK
413,negative,@celycarmo i'm sorry I don't understand your last comment 
414,negative,@OfficialRandL when is the announcement? i stayed up late last night 
415,negative,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???"
416,negative,ITS NOT ENOUGH TO SAY THAT IMISS U 
417,negative,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS 
418,negative,"@RandomlyNat Jeez, I was just trying to help  Haha."
419,negative,@SupaMagg that happened to me saturday night. along with my glittery green lighter! 
420,negative,trying to reduce the number of cigarettes in each day! 
421,negative,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to 
422,negative,gotta do my cooking assignment  its too hard
423,negative,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never "
424,negative,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here"
425,negative,@mamasvan lol - nope! but i did have complete #camerafail 
426,negative,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!
427,negative,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!
428,negative,@jillianfish tweet something damn it!  and hang out with me please? 
429,negative,@anistorm 
430,negative,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news "
431,negative,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha"
432,negative,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! 
433,negative,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. 
434,negative,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. 
435,negative,@B_Barnett I did not really see that coming 
436,negative,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. "
437,negative,it'll take 3 days for my sister to get her passport 
438,negative,@nicolerichie OH MY YES!! i miss 
439,negative,Uh oh... I think I am getting sick 
440,negative,Good GOD they ruined my belly button!!!  
441,negative,Watching Who Framed Roger Rabbit. Makes me miss Toon Town. 
442,negative,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through "
443,negative,running nose + spinning head = not a good combination for a meeting! 
444,negative,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence 
445,negative,Nasty budget due and my iphone is being sent to Apple today. 
446,negative,@Sofii_Noel thatï¿½s bad 
447,negative,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything"
448,negative,I'm so upset that I missed my chat and quiz online because my free internet has ceased 
449,negative,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! 
450,negative,Car show season has started without me 
451,negative,my throat is raw. 
452,negative,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real
453,negative,@frago I hate you. I didn't need to see that. I need to call my therapist now. 
454,negative,Twilight didn't come yesterday  fingers crossed for today
455,negative,@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!
456,negative,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
457,negative,"You know, I was thinking... I need money "
458,negative,omg..its jst teusday 
459,negative,@ddlovato @David_Henrie ummmmm i cant find it. 
460,negative,Just heard that they found Sandra Cantu... She was only 8 yrs old 
461,negative,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...
462,negative,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that 
463,negative,"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! "
464,negative,stuck at home 
465,negative,@nomadicmatt mine is 1/10  how do you get it up?
466,negative,Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! 
467,negative,"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  "
468,negative,"Heading to Altrincham, again! Out of hours install "
469,negative,MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx
470,negative,@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!
471,negative,@lauredhel  What happened?
472,negative,"&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue "
473,negative,"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone"
474,negative,"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?"
475,negative,@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. 
476,negative,@margaretcho what happened to your show it was the hightlight of my life 
477,negative,This is the best leather sofa in the world!  It's in the office though which means I'm still here working 
478,negative,Still 3 more days until my Internet gets uncapped 
479,negative,"If he doesn't get better in a few days, he could have something lodged in his belly "
480,negative,i Love my atekinzz so much. &amp;&amp; i soo miss her.. 
481,negative,I wanna sneak into the zoo and play with the kitties 
482,negative,@lolitariot oh no  hope you're not getting sick too!
483,negative,@alejandralei i dont think i can cause its my cousins birthday party 
484,negative,"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!"
485,negative,the angel is going to miss the athlete this weekend 
486,negative,trust is hard 
487,negative,have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend 
