,Tweet,Sentiment
540, waah. We`re no longer your peeps.,neutral
542,Extremly deep,neutral
543,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,neutral
544,one week till exam block,neutral
545,_Yours13 I`m not at home with my cats right now!,neutral
546,hoping i didn`t fail english. that would just be sad,positive
547,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,neutral
549, I`m sorry about your bad driving experiences.,negative
550, i don`t have any of that,neutral
551,Already misses ,negative
552,"plan may changes , nooooooo",negative
553,my sister is a douchebag,negative
554, there`s relisting fees when you don`t complete a sale?  that sucks!,negative
555, Random has an a,neutral
556,I knew I should`ve worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,negative
558, july... too long,negative
559, awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,neutral
560, Me too.  Wonder if Mnet will show it...,neutral
561,Wearing glasses gives me a headache.,negative
563,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",negative
564,thank you  (: cant wait!!!! ummm btw ima crash still sick,neutral
566,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn`t working . try tomorrow .,negative
570," But  is on page 6 at Ms Twitterworld, only 26 votes",neutral
571,I`m bummed that I can`t wear my sweet Nike kicks to work.,negative
573,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,positive
574, It`s depressing I`m stuck inside all day,negative
575, I even saw the news feeds of the archie website. But can`t believe he`d choose veronica. I`m disappointed,negative
576,i hate being sick. i miss   and ,negative
577, im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...),neutral
578,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,neutral
579,"Woke Up,I Wanna Stay In My bed",neutral
580,depressed that i wasn`t included in the morcom gardens quiz on facebook,negative
581," yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",neutral
582,Upsidedown tomato plants died!,negative
584, Oh come on!!! You get next week off and I get next week full of exams!,neutral
585,"friday here at last, not much fun when your skint though",negative
586," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",neutral
587, Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,negative
588,"Friday yay!! And a bonus, don`t have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride",positive
589,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,negative
590, woops! I only just realized my DMs to you are not going through,neutral
592,I cant use my blackberry today. This sucks.,negative
593,Q: what studio created `Open Season`? should google it or look at the dvd downstairs but feeling lazy,negative
594,the times they are a changing,neutral
595, why do you hate me!?,negative
596,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,negative
597, video is not available to us foreigners,neutral
598,http://twitpic.com/663vr - Wanted to visit the animals but we were too late,negative
599, PC I agree...  We have a problem. We must stop spending and only work!!!,negative
600,#jonaswebcast i just missed it!!!!,negative
601,Dang it! I REALLY look like ****!! Sigh only had 35mins to shower and 10mins to get ready,negative
603,So exhausted..can`t sleep. I don`t like these nights,negative
604,i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz,positive
605,lol i cant drink!!,positive
608,"Morning ;Sports day today, and I have to do the three-legged race with   ; Mr Pettigrew said I`m not aloud to trip her up",neutral
609,Just found out I can`t drink at this bar! Booo missing e1 at palomino`s! No cheers sad face,negative
610,Cannot sleep. 2+ hours of tossing and turning.,negative
611,Omg going to die of swine flu when I go to Melbourne,negative
612,Packing  I don`t like it..,negative
613,"_xo   dang it, so its not certain ? ? ? are you okay?",neutral
615,finished a whole box of ice cream,neutral
616,In 1 horse town + 2 blown out car speakers =,neutral
617,Someone make me a cofffeeeeeee......,neutral
618, plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,negative
619,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt,neutral
620, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,neutral
622,last night in newport,neutral
625,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,negative
626,Aright Twitter Fam... guess ima be outties.. gonna try n sleep off some of this horrible pain,negative
627,Baby was not herself after recieving vaccines,neutral
628,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neutral
629," lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",positive
632,Rejecting all food substances.,negative
633," no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",negative
636, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,negative
637,I don`t wanna go back to work   sleepy time.,negative
639,watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.,negative
640, that sucks!  how old are you actually?,negative
642,Still confuse...,neutral
644, That`s better than Missy 8 telling me I should be on The Biggest Loser,positive
646,  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,neutral
647,Just saw a fox!  as i was getting on the freeway... I hope it goes home,positive
649,recapping on britains got talent. britain seems more talented than america,positive
650, I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,negative
651,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",positive
652, Swimming is a no go for me,negative
653," Morning John, yes I do, however I have a diary clash and sadly can`t attend!",neutral
655," ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer",neutral
657,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,negative
658,  Lettuce & spinach does best in cool weather.. I live in florida..not much luck growing those..,neutral
659,_Pearson,neutral
660," Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",neutral
661, Unfortunately not,negative
665,Needs a new phone,neutral
666,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",neutral
667,I loved johnny carson now I`m going to hate seeing jay leno go,negative
668,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn`t like us happy  haha,negative
669,doing my english essay (on r&j...wtf) that i should have done a long time ago when it was assigned last thursday,negative
671, ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,neutral
673,FINALLY...the internet is up. The server is down in Phoenix and it was **** up.,negative
675,:   sorry guys i have to drop out of the trip... some personal commitments..,negative
676,I didn`t get a callback for the play I cried...  oh well I guess it`s back to being a techie..,neutral
677, Awesome! Wish I could fly out to see her,positive
679, nope  het is LOST&found he ;-),negative
680,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",positive
681,Off to bed!! Still exhausted from Vegas,negative
682," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive
683,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,negative
685,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bummer,neutral
686, I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,positive
688, Not yet... sorry,negative
689,All I want to do is sit back & relax for a little while. How can that be this difficult?!,neutral
